,utterance,intent
2616,If I spend $40 per month on a gym membership will I go over my budget?,spending_advice_start
2617,Can i afford to spend $500 on electronics for my home?,spending_advice_start
2618,Can i afford to go for dinner this saturday? it might cost around $50,spending_advice_start
2619,Is it ok to spend $2000 on tv from Bestbuy?,spending_advice_start
2620,Will I be able to afford to buy a smart watch from Apple with the remaining balance on my monthly spending expense?,spending_advice_start
2621,"we have a trip coming up, is $395 a good idea to spend on a hotel room at the Hard Rock?",spending_advice_start
2622,i would ilke to spent 400 dollars for fish tank,spending_advice_start
2623,can i go out to dinner with 50 next week,spending_advice_start
2624,If i brought this speaker for $50 how much would i have left in my budget?,spending_advice_start
2625,Do you think it is fine for me to spend $50 on drinks at a bar?,spending_advice_start
2626,Should i spend an extra $50 each month to get better internet?,spending_advice_start
2627,Everyone at college has an expensive Canada Goose Parka. Are they worth $900?,spending_advice_start
2628,Home Depot has a grill for $350. Should I buy it?,spending_advice_start
2629,"Some of us want to have a night out this weekend, but can I afford to spend upwards of $100?",spending_advice_start
2630,"I need to go to a party, can I spend 100 for a costume?",spending_advice_start
2631,Do I have enough money to take a vacation to Paris this spring?,spending_advice_start
2632,Do you think it is wise to spend another $200 on uniforms this month?,spending_advice_start
2633,i want to buy 150 dollar clothes in amazon,spending_advice_start
2634,Can I buy shoes from Foot Locker that cost $150?,spending_advice_start
2635,i spend $500 on clothes from amazon,spending_advice_start
2636,Can I buy an oven from Home Depot at $500?,spending_advice_start
2637,should i get the short ribs given how expensive they are  ,spending_advice_start
2638,Do you think it is wise for me to buy a new pair of Converse shoes for $45?,spending_advice_start
2639,Should I spend $500 dollars for a weekend trip?,spending_advice_start
2640,Should I spend an extra $80 for an oil change for my car?,spending_advice_start
2641,Will I go over my budget if I spend $121 on School supplies?,spending_advice_start
2642,I need advice on spending can you help me?,spending_advice_start
2643,Does my budget allow for an extra $200 spent on shoes?,spending_advice_start
2644,Do you think it's a good idea to spend $600 on back to school shopping at Target?,spending_advice_start
2645,If there enough money left this month for spending $30 on Best Buy?,spending_advice_start
2646,"Can I afford a new car? It is around $30,000",spending_advice_start
2647,is it actually okay for me to spend $500 at Micor center on computer parts?,spending_advice_start
2648,Should I spend less than $500 a month on eating out?,spending_advice_start
2649,Can I afford to spend $80 this weekend to go to a concert?,spending_advice_start
2650,"I am thinking of buying a new MacBook costing $1500 for school, is that a good idea?",spending_advice_start
2651,Can i afford to spend $600 on electronics and materials for my home?,spending_advice_start
2652,"I want to spend $100 dollar on four dozen cupcakes, do I have the money to do that?",spending_advice_start
2653,Should I spent $50 on baby clothes at Carter's today?,spending_advice_start
2654,"I have $30, is that enough for dinner tonight?",spending_advice_start
2655,so can I buy some electronics costing $300 from Fry's Electronics?,spending_advice_start
2656,Do I have enough money saved up to take a vacation to Paris this spring?,spending_advice_start
2657,Can I afford to buy new rain boots? They cost $150.,spending_advice_start
2658,am I allowed to buy some goods from Adidas costing around $1500 dollars now?,spending_advice_start
2659,"Is it smart to spend $4,000 on designer bed sheets?",spending_advice_start
2660,Will it fit my budget to spend $600 at Kohl's?,spending_advice_start
2661,Is it a good idea to buy more food from restaurants,spending_advice_start
2662,Should I purchase the Razer keyboard for $200?,spending_advice_start
2663,can I buy some goods from Adidas costing around $1500 dollars right now?,spending_advice_start
2664,"I wanna buy a 400 dollar watch, should I buy that?",spending_advice_start
2665,"I want to spend $400 on a new computer part, if i do that will i have enough for rent?",spending_advice_start
2666,Should I buy this 60 dollar video game?,spending_advice_start
2667,Can I spend $48.05 on Cofee?,spending_advice_start
2668,Should I spend $500 at the mechanic's to fix my old car?,spending_advice_start
2669,Would it be a good idea to spend $1000 on a new TV?,spending_advice_start
2670,Is it alright to buy some electronics costing $300 from Fry's Electronics?,spending_advice_start
2671,Would I be able to squeeze in an $800 computer from Dell?,spending_advice_start
2672,Is it good to buy shoes from Adidas that cost $150?,spending_advice_start
2673,so is it okay for me to spend $500 at Micor center on computer parts now?,spending_advice_start
2674,help me with some spending advice,spending_advice_start
2675,What are the consequences of buying $100 of stuff from Amazon,spending_advice_start
2676,Should I get a new cat for $50?,spending_advice_start
2677,The new Iphone is coming out. It's going to be $600. Will I go over budget if I do it?,spending_advice_start
2678, what do you think about me spending some money on memes,spending_advice_start
2679,"Can I afford a new BMW for $100,000?",spending_advice_start
2680, Can I afford to eat at a fancy dinner place this week?,spending_advice_start
2681,is it worth it to buy a coffee machine for $150?,spending_advice_start
2682,so can I really afford to go for dinner this saturday? it might cost around $50,spending_advice_start
2683,can I spend $340 on a new computer part from amazon? I am not sure if it's a good idea. Can you tell me?,spending_advice_start
2684,Do I have enough to spend $100 on clothes from Target,spending_advice_start
2685,how much should i spend on sewing machine ?,spending_advice_start
2686,should i spend a twenty dollars on a birthday cake for my four year old boy,spending_advice_start
2687,How much a month should I spend on recreation?,spending_advice_start
2688,Is it worth spending $10 more on the boots?,spending_advice_start
2689,Can I get the bike at Walmart for 120.00?,spending_advice_start
2690,Can I afford to save $100 out of my paycheck this week to put towards savings?,spending_advice_start
2691,Is it a good idea to spend around an extra $40 a month good for my current budget,spending_advice_start
2692,Can I afford a dinner out at Truluck's if it will cost me $50?,spending_advice_start
2693,Should I spend $300 at Best Buy this month?,spending_advice_start
2694,Is it a good idea to buy goods from Nike costing around $1000?,spending_advice_start
2695,Is it possible to spend another $100 on shoes?,spending_advice_start
2696,is it ok to buy electronics from sony costings around $100 this month?,spending_advice_start
2697,You think it would be okay if I bought the new Cricut machine? Michaels has it on sale for 399.99?,spending_advice_start
2698,is it worth it to buy a coffee machine for $120 from Best Buy?,spending_advice_start
2699,Is it okay for me to spend $500 at Micor center on computer parts,spending_advice_start
2700,Is $250 a reasonable price for a new monitor?,spending_advice_start
2701,Is it a good idea to spend around an extra $50 a month good for my current budget,spending_advice_start
2702,Do you think I could spend $500 on clothes right now?,spending_advice_start
2703,"I gotta buy a 400 dollar watch, should I buy that?",spending_advice_start
2704,Is it a good idea for me go to Walmart and spend $400 on Christmas decorations?,spending_advice_start
2705,Is 750 a good price for a 60 inch tv?,spending_advice_start
2706,Should I spend $800 for the new iPhone from Apple?,spending_advice_start
2707,Can I afford to go out to dinner with my friends tonight if I only have $20 left?,spending_advice_start
2708,Can you help me figure out my monthly budget?,spending_advice_start
2709,"I want to buy a new couch for $2000, will I go over my budget if I do?",spending_advice_start
2710,Is a 20 dollar meal at McDonalds going to break the bank?,spending_advice_start
2711,"I want to buy a house, where do I start?",spending_advice_start
2712,"I like my current tablet, but a faster model will cost me a net of $350: Yay or Nay?",spending_advice_start
2713,Do I have an extra $200 this month for a hotel room?,spending_advice_start
2714,can you offer $600 on electricity bill,spending_advice_start
2715,Do I have enough money saved up to take a vacation to Paris this year?,spending_advice_start
2716,I want to spend 200 dollars on groceries can i afford that,spending_advice_start
2717,Can I afford a prom dress costing $175 from Dillards?,spending_advice_start
2718,I'm planing on going to the movies every other weekend at $10.50 a ticket. Will that affect my budget in the wrong way?,spending_advice_start
2719,would it be fine if i pay $800 per month for rent?,spending_advice_start
2720,Should I buy a used iPhone X for $800?,spending_advice_start
2721,Can I afford to buy a new television for $1000 dollars?,spending_advice_start
2722,Is it okay for me to spend $40 on clothes at Wal-Mart?,spending_advice_start
2723,Do you think it's okay if I spend $45 on a pair of shoes?,spending_advice_start
2724,Can you help me control my spending?,spending_advice_start
2725,Do you think it is okay for me to spend $500 at Micor center on computer parts,spending_advice_start
2726,Would you suggest making this spending the money or not?,spending_advice_start
2727,Would you think it is okay for me to spend $25 at starbucks?,spending_advice_start
2728,Can I purchase this $700 iPhone X from Apple?,spending_advice_start
2729,What do you think about a shirt for $25 from the Gap?,spending_advice_start
2730,"if I were to buy a computer on Amazon, would it put me over my avarage spending?",spending_advice_start
2731,"I want to buy the new Honda Civic Sport, is $20,000 a good deal?",spending_advice_start
2732,Is buying a weight set for $250 a good deal?,spending_advice_start
2733,should i get clothes in amazon costing $500,spending_advice_start
2734,Can I purchase a TV from Target for $2000?,spending_advice_start
2735,The LCD tv is 100.00 cheaper than the LED; do you think I can afford the upgrade?,spending_advice_start
2736,Should i pay forty dollars for lawn mowing?,spending_advice_start
2737,can I really buy some goods from Adidas costing around $1500 dollars?,spending_advice_start
2738,"I want to buy a 500 dollar watch, should I buy that?",spending_advice_start
2739,Can I buy a laptop from Amazon that costs $1500?,spending_advice_start
2740,am I allowed now to buy some electronics costing $300 from Fry's Electronics?,spending_advice_start
2741,How much have I spent on Amazon this month?,spending_advice_start
2742,"Lululemon leggings are $100, are they a good investment?",spending_advice_start
2743, is it ok if i buy a lot of soccer balls,spending_advice_start
2744,Should I get the Jeffery Campbell boots from DSW that are on sale for $99 today?,spending_advice_start
2745,"i am thinking to get some electronics from Amazon this might cost $550 , do you think it is okay for me to go through with that transaction",spending_advice_start
2746,I want to donate money to a charity how much can I afford?,spending_advice_start
2747,Is it a good idea to buy shoes from Nike costing around $1000? Do you think i can afford this?,spending_advice_start
2748,Is it a good idea to spend $200 at the Addidas outlet?,spending_advice_start
2749,Do I have enough to spend $48.05 at starbucks?,spending_advice_start
2750,Do you thnk i have enough budget to buy the new PS3 from Best Buy that cost $500?,spending_advice_start
2751,"Should I spend $150,000 for a house?",spending_advice_start
2752,Can I afford a night out with the girls for 200 dollars?,spending_advice_start
2753,am I allowed to buy some electronics costing $300 from Fry's Electronics?,spending_advice_start
2754,should i spend $600 on food and drinks from ann arbor. is it good idea,spending_advice_start
2755,Should I pay a $1.50 extra for honey walnut shrimp at Panda Express?,spending_advice_start
2756,"i want to spend 250 dollar for sports kits at puma, is that good idea?",spending_advice_start
2757,Can I afford to eat out for $10 every day ?,spending_advice_start
2758,am I allowed to buy compter parts from amazon for around $3000?,spending_advice_start
2759,"I want to buy a 200 dollar watch, should I buy that?",spending_advice_start
2760,Should I buy a car thank you,spending_advice_start
2761,"I want to buy a new car for 10,000 cash; can I do that?",spending_advice_start
2762,Will I blow my budget if I spend $48.05 at starbucks?,spending_advice_start
2763,How much can I afford to spend on eating out this month?,spending_advice_start
2764,Can i afford to spend $700 on electronics for my home?,spending_advice_start
2765,Should I buy clothes with 200?,spending_advice_start
2766,Can I afford to go to the movie this Saturday? It will probably cost $20.,spending_advice_start
2767,Should I buy a new computer for $600?,spending_advice_start
2768,Can you help me with some advice on spending?,spending_advice_start
2769,I want to spend $100 on video games should I buy that?,spending_advice_start
2770,am I able to spend $340 on a new computer part from amazon? I am not sure if it's a good idea. Can you tell me?,spending_advice_start
2771,Can I spend 200.00 for dinner at Rios?,spending_advice_start
2772,I gotta know if it is okay for me to spend $500 at Micor center on computer parts,spending_advice_start
2773,Can I lend my mom $200?,spending_advice_start
2774,can I spend $100 on groceries,spending_advice_start
2775,Can I afford a new toaster this month?,spending_advice_start
2776,I really like this shirt but it is 50.00; do you think I can afford it?,spending_advice_start
2777,is spending $500 on an airplane ticket a good idea?,spending_advice_start
2778,"I am looking to buy some new trend of watch, can you help me?",spending_advice_start
2779,Would I be over my budget for the month if I spend $50 going out to the nightclub tomorrow night?,spending_advice_start
2780,"Can I buy a house for $400,000?",spending_advice_start
2781,What do you think would be the most I could spend without going over budget? Is $200 on this tv too much.,spending_advice_start
2782,Is it a good idea to spend around an extra $75 a month good for my current budget,spending_advice_start
2783,"I am gonna be getting a watch for my birthday from Movado, Should i spend $300 for it?",spending_advice_start
2784,Should I go to Starbucks for $5 coffee?,spending_advice_start
2785,can i afford to go on a shopping spree and spend 200,spending_advice_start
2786,so am I allowed to buy some goods from Adidas costing around $1500 dollars?,spending_advice_start
2787,Should i buy shoes from Amazon for around $50?,spending_advice_start
2788,Should I pay my rent early - I have 300 extra,spending_advice_start
2789,am I really able to buy compter parts from amazon for around $3000?,spending_advice_start
2790,Is it smart to spend $400 on new clothes at Amazon,spending_advice_start
2791,Can I spend $500 on a puppy right now?,spending_advice_start
2792,Can i afford to spend $500 on clothes for my self?,spending_advice_start
2793,is i clothes purchase from amazon costing 500 this week?,spending_advice_start
2794,so can I actually afford to go for dinner this saturday? it might cost around $50,spending_advice_start
2795,Can I afford to spend $50 on coffee at Starbucks this month?,spending_advice_start
2796,Can I afford $125 basketball shoes?,spending_advice_start
2797,Should I buy a new laptop from Lenovo that costs $500,spending_advice_start
2798,Can you help me know if it's a good idea to purchase a gaming computer which costs around $5000,spending_advice_start
2799,Should I buy from Amazon and pay extra for 2 day shipping?,spending_advice_start
2800,"can you offer advice, can i afford a $600 on electricity bill",spending_advice_start
2801,Should I bundle my DirecTV just to save $20 on a service I would hardly use?,spending_advice_start
2802,"if I kept on buying lotto tickets, would I go over my budget?",spending_advice_start
2803,Will I go over my budget if I spend $30 on Best Buy?,spending_advice_start
2804,I want to know will it be feasible to purchase a new set of Dunlop tires from Amazon that cost 600.00?,spending_advice_start
2805,It is a good idea for me to spend $1000 on a new monitor or would that put me over budget?,spending_advice_start
2806,Can i order some gym equipment from Amazon?,spending_advice_start
2807,Can I afford a new car or should I keep saving?,spending_advice_start
2808,Can I afford a $50 dinner out this week?,spending_advice_start
2809,Can I spend $200 on clothes?,spending_advice_start
2810,Is spending $75 a month on Yankee candles too much,spending_advice_start
2811,am I able to really spend $340 on a new computer part from amazon? I am not sure if it's a good idea. Can you tell me?,spending_advice_start
2812,hey do you advise against spending $100 on cable because that seems high but i need cable,spending_advice_start
2813,Will I blow my budget if I spend $805.39 at E-trade?,spending_advice_start
2814,Will I go over my budget if I spend $500 on a new TV?,spending_advice_start
2815,Can I spend 100 dollars on nuts at Menards?,spending_advice_start
2816,How much should I budget for recreation monthly?,spending_advice_start
2817,Should I spend $500 on maternity clothes from Motherhood Maternity?,spending_advice_start
2818,Do you think it's smart to spend $100 on a new shoes from adidas,spending_advice_start
2819,Can I afford to go out to dinner three times a week?,spending_advice_start
2820,Can I afford a 12 dollar movie ticket?,spending_advice_start
2821,Should I buy this $150 Netgear router that speeds up my internet connection?,spending_advice_start
2822,"I want to go out to dinner tonight for $100, can my budget handle that?",spending_advice_start
2823,Should I purchase a boat on craigslist?,spending_advice_start
2824,Can I afford to spend $75 on a new pair of jeans?,spending_advice_start
2825,How big of a down payment can I spend?,spending_advice_start
2826, can i spend five bucks on burgers for my five five year olds,spending_advice_start
2827,Should I purchase the new pocket knife from Benchmade for $300?,spending_advice_start
2828,"I'd like to order out tonight, do I have the extra 50?",spending_advice_start
2829,Would it be smart for me to go to the casino and bet $100?,spending_advice_start
2830,so can spend $340 on a new computer part from amazon? I am not sure if it's a good idea. Can you tell me?,spending_advice_start
2831,Is it ok to spend 100.00 at Ross,spending_advice_start
2832,Is it a good idea to buy new sandals that cost $45?,spending_advice_start
2833,Would it be wise to spend $50 at five below?,spending_advice_start
2834,"I am thinking of spending $10,000 on privite jet with United?",spending_advice_start
2835,"I need new furniture for my apartment, I am thinking to spend $500 total, is that affordable?",spending_advice_start
2836,Do I have enough to spend $121 at Wallmart?,spending_advice_start
2837,"may i buy that 20 dollar suit, will it put me over budget?",spending_advice_start
2838,Can i afford to spend $400 on electronics for my home?,spending_advice_start
2839, say i got my paycheck today. would it be a good idea to buy a new phone?,spending_advice_start
2840,Is it ok to buy $50 shoes from Vans?,spending_advice_start
2841,Is it smart to buy a $200 jacket off Amazon?,spending_advice_start
2842,Should i buy clothes from Sears for around $50?,spending_advice_start
2843,Is this the right time to buy $200 in mutual fund stock?,spending_advice_start
2844,How would you ask for spending advice on what you want.,spending_advice_start
2845,Is it okay to purchase a $20 concert ticket tomorrow?,spending_advice_start
2846,so am I actually able to afford to go for dinner this saturday? it might cost around $50,spending_advice_start
2847,Should i spend $340 on a new computer part from amazon? I am not sure if it's a good idea. Can you tell me?,spending_advice_start
2848,Can I afford buying a $30 bottle of wine at Krogers?,spending_advice_start
2849,Should I spend an extra $20 for the large birthday cake?,spending_advice_start
2850,Going out every weekend this month spending about $70 every time. Will that put me over budget?,spending_advice_start
2851, should i spend a twenty dollars on a cake for my four year old boy,spending_advice_start
2852,Do you think it's smart to spend $300 on a new shoes from adidas?,spending_advice_start
2853,Is this a wise thing to spend money on?,spending_advice_start
2854,Can I buy a latte at Starbucks for $5?,spending_advice_start
2855,Should I spend an additional $40 for insurance coverage for my laptop?,spending_advice_start
2856,Will a trip to Best buy for electronics costing $5000 a bad idea,spending_advice_start
2857,am I currently able to buy some electronics costing $300 from Fry's Electronics?,spending_advice_start
2858,Can I buy headphones from JBL for $60?,spending_advice_start
2859,Is it a good buy for underwear costing $5 from Walgreen's?,spending_advice_start
2860,I need a business suit. Can I buy one that's on sale for $88?,spending_advice_start
2861,Can I get about $300 of clothes at DressBarn?,spending_advice_start
2862,"an tire went out and my emergency money ran out, will it go over my budget?",spending_advice_start
2863,Does my budget allow for an unplanned purchase of $200 this month?,spending_advice_start
2864,"Should I buy an airplane for $50,000?",spending_advice_start
2865,Should I spend $20 to upgrade my phone service?,spending_advice_start
2866,"I'm thinking about spending $500 on a new laptop, would this be a good idea?",spending_advice_start
2867,Should I buy $50 of clothes from Old Navy?,spending_advice_start
2868,Do I have enough money to spend on a $400 TV for the next month?,spending_advice_start
2869,how do you feel about spending like 4 bucks on the pokemon game,spending_advice_start
2870,How do I determine if I have enough money to buy a new gadget?,spending_advice_start
2871,"Would it be cool if I spent $10,000 on a motorcycle?",spending_advice_start
2872,Can I stay under my budget if I spend $30 on drinks tonight?,spending_advice_start
2873,Should I buy new sneakers for $50?,spending_advice_start
2874,Should I get a bidet toilet seat on Amazon even if it costs 299.99?,spending_advice_start
2875,Should I spend $4500 on a used car?,spending_advice_start
2876,If there enough money left this month for spending $$234 on groceries?,spending_advice_start
2877,"hey so I want to fly out this girl I've been seeing can I afford a $1,000 flight?",spending_advice_start
2878,I am thinking about buying this xbox one x for $400. Will that put me over my monthly budget?,spending_advice_start
2879,I'm trying to decide if buying this burger for $10 will put me over the edge of my budget. What do you think?,spending_advice_start
2880,Can I spend $150 on dinner tonight?,spending_advice_start
2881,Should i buy clothes from Amazon for around $30? will this take me over my average monthly spendings?,spending_advice_start
2882,can I buy some goods from Adidas costing around $1500 dollars?,spending_advice_start
2883,Will I blow my budget if I spend $121 at Wallmart?,spending_advice_start
2884,"Can I buy a home for $375,000?",spending_advice_start
2885,"Do I have enough money to go to the movies tonight, costing about $20?",spending_advice_start
2886,Should I buy a PS4 this week?,spending_advice_start
2887,Can I spend $$234 on groceries?,spending_advice_start
2888,so can I spend $340 on a new computer part from amazon? I am not sure if it's a good idea. Can you tell me?,spending_advice_start
2889,"so I will be getting a watch for my birthday from Movado, Should i spend $300 for it?",spending_advice_start
2890,Will I blow my budget if I spend $$234 at Dollar tree?,spending_advice_start
2891,Can I buy this $15 pair of Adidas socks?,spending_advice_start
2892,If there enough money left this month for spending $345 on electronics?,spending_advice_start
2893,can i afford a $40 hoodie from Adidas?,spending_advice_start
2894,Is there room in my budget this month to spend $800 on a new suit for work?,spending_advice_start
2895,What do you think about a belt for $15 from Amazon?,spending_advice_start
2896,   Test 1.2  yo i just found out i have to buy a new laptop for school can i spend about $1000,spending_advice_start
2897,is it a good idea to go on this vacation that will cost me about $2000,spending_advice_start
2898,Can you help me with my spending please,spending_advice_start
2899,am I able to buy some electronics costing $300 from Fry's Electronics?,spending_advice_start
2900,Should I spend $50 on groceries at Food Lion today?,spending_advice_start
2901,so can I buy some goods from Adidas costing around $1500 dollars?,spending_advice_start
2902,can i spend $100 on groceries,spending_advice_start
2903,"i am thinking of purchase $ 200 on watch at fastrack, my choice",spending_advice_start
2904,I want to go gout with my friends and drop about 200 dollars on sinner can I afford that?,spending_advice_start
2905,am I allowed to spend $340 on a new computer part from amazon? I am not sure if it's a good idea. Can you tell me?,spending_advice_start
2906,so can I afford to go for dinner this saturday? it might cost around $40,spending_advice_start
2907,is it smart to spend $300 on a new shoes from nike?,spending_advice_start
2908,I need a computer. Is $495 too much?,spending_advice_start
2909,Is it wise to spend $300 on a Graco stroller?,spending_advice_start
2910,Will I go over my budget if I spend $200 on clothes?,spending_advice_start
2911,can i afford to buy that $200 cow?,spending_advice_start
2912,I need some advice on my spending.,spending_advice_start
2913,tell me right now okay for me to spend $500 at Micor center on computer parts,spending_advice_start
2914,is it smart to spend $50 on a headphones from Walmart?,spending_advice_start
2915,Is it wise to pay $80 dollars a month for unlimited data for my phone?,spending_advice_start
2916,can you help me on how to spend on shopping things,spending_advice_start
2917,Is it a good idea to spend $200 from Adidas before end of this month?,spending_advice_start
2918,"I want to buy a 300 dollar watch, should I buy that?",spending_advice_start
2919,Do you think I could swing $50 on eBay?,spending_advice_start
2920,"How much should I pay for this car, they're asking $15,000?",spending_advice_start
2921,Does my budget permit the purchase of a $400 laptop?,spending_advice_start
2922,If I buy a new handbag for $250 will I go over my budget?,spending_advice_start
2923,can I spend thirty euros on hockey equipment,spending_advice_start
2924,Can I afford $800 to spend at Best Buy?,spending_advice_start
2925,Is it in budget to spend $1000 at Target?,spending_advice_start
2926,I'm looking to get some advice on my spending.,spending_advice_start
2927,Will I be able to spend $30 dollars on dinner this weekend?,spending_advice_start
2928,"I want to buy a 700 dollar watch, should I buy that?",spending_advice_start
2929,is it smart to spend $50 on a headphones?,spending_advice_start
2930,Do you think I should go for the Sprint plan at $80?,spending_advice_start
2931,Can I afford dinner at t fancy restaurant for $200?,spending_advice_start
2932,Will I be over my monthly budget if buy this $500 dollar refrigerator?,spending_advice_start
2933,should I spend 30$ a month more for better health insurance?,spending_advice_start
2934,"Should we go on a honeymoon to Hawaii for $5,000?",spending_advice_start
2935,I want to go gout with my friends and drop about 100 dollars on dinner can I afford that?,spending_advice_start
2936,"Should I pay my 6-month auto insurance now at $600, or pay $105 every month?",spending_advice_start
2937,Should I pay twenty dollars for earbuds?,spending_advice_start
2938,Can I afford to go to brunch on Sunday? It will cost about $15.,spending_advice_start
2939,Do I have enough to justify a new mattress purchase for $800?,spending_advice_start
2940,The family and I want to go on vacation to Disney for about $3500. Can we afford this?,spending_advice_start
2941,Can I afford to buy a new car?,spending_advice_start
2942,"How much room do I have in my budget, can I spend an extra $25 a month on coffee?",spending_advice_start
2943,Is it good to buy a shirt for $25 from Costco?,spending_advice_start
2944,Can I spend $345 on electronics?,spending_advice_start
2945,How much can I spend until friday?,spending_advice_start
2946,Do I have $200 in my budget to spend this month?,spending_advice_start
2947,Would spending $100 on Amazon.com be all right?,spending_advice_start
2948,is it good idea to buy watches from rolex costing areund $1500,spending_advice_start
2949,so can I actually spend $340 on a new computer part from amazon? I am not sure if it's a good idea. Can you tell me?,spending_advice_start
2950,Let me know if it is okay for me to spend $500 at Micor center on computer parts,spending_advice_start
2951,Would it be okay for me to spend $400 on dancing?,spending_advice_start
2952,Can I get the new Verizon phone for $500?,spending_advice_start
2953,Is it okay if I withdraw $40 from the ATM,spending_advice_start
2954,Is it a good idea to buy shoes from Nike costing around $1000?,spending_advice_start
2955,Do I have enough for makeup at sephora for the sale? Maybe 100$?,spending_advice_start
2956,should i book the $390 room reservation now?,spending_advice_start
2957,I really want to buy $200 shoes from Adidas. Can I afford it?,spending_advice_start
2958,"I am thinking of getting a watch for my birthday from Adidas, Should i spend $300 for it?",spending_advice_start
2959,Can I afford a new shirt for $35?,spending_advice_start
2960, Do you think it would be okay to spend $400 on going out tonight?,spending_advice_start
2961,what do you think of buy $300 tennis shoes from Adidas?,spending_advice_start
2962,Do I have 400 to spend on earrings at Kay?,spending_advice_start
2963,Is it a sound transaction to buy the new iMac for $1200?,spending_advice_start
2964,How much can I spend each month on a cable bill?,spending_advice_start
2965,let me know if it's okay for me to spend $500 at Micor center on computer parts,spending_advice_start
2966,Is it a good idea to buy a fridge from Lowes for $1000?,spending_advice_start
2967,Is 200 dollars a good price for a coach purse?,spending_advice_start
2968,Is it a good idea for me to spend $60 on this new videogame?,spending_advice_start
2969,I need an extra $20/week to spend at the movies. Am I going to go over if I do that?,spending_advice_start
2970,Should I spend $50 at shoes from Nike,spending_advice_start
2971,I want to know if going out to dinner with my friends this weekend will put me over budget if it costs $30.,spending_advice_start
2972,Do you find it responsible to spend $100 on new dishes this month?,spending_advice_start
2973,Can I afford to shop at Whole Foods with $50?,spending_advice_start
2974,I am thinking of getting a gift card from Starbucks. Should I spend $50?,spending_advice_start
2975,Do you think I'm able to afford wine tasting in Sonoma for 3 days? it costs acout $400 total,spending_advice_start
2976,How much should I budget for entertainment monthly?,spending_advice_start
2977,"how to afford money to a particular product, guide me through it",spending_advice_start
2978,can I afford to go for dinner this saturday? it might cost around $50,spending_advice_start
2979,tell now okay for me to spend $500 at Micor center on computer parts,spending_advice_start
2980,Do you think it's smart to spend $300 on a new shoes from nike?,spending_advice_start
2981,is it good idea to buy watches from rolex costing around $1500,spending_advice_start
2982,"I wish to buy a 400 dollar watch, should I buy that?",spending_advice_start
2983,Should I purchase this Samsung tablet from Amazon that cost 185.00?,spending_advice_start
2984,How does $200 at FootLocker sound?,spending_advice_start
2985,Will I go over by budget if I buy a $200 jacket from Amazon?,spending_advice_start
2986,is it smart to get a coffee at starbucks,spending_advice_start
2987,Can I afford to go on a trip to Cuba for $3000?,spending_advice_start
2988,Is $50 too much for a new top?,spending_advice_start
2989,so am I able to afford to go for dinner this saturday? it might cost around $50,spending_advice_start
2990,Would it be a bad idea to spend $467 at Best Buy right now?,spending_advice_start
2991,Can I spend 300 dollars on Newegg?,spending_advice_start
2992,"Can I afford a $10,000 down payment on a house right now?",spending_advice_start
2993,Is there atleast $50 in the budget for me to have some fun?,spending_advice_start
2994,Should I buy this promotional $40 bucket of chicken from KFC?,spending_advice_start
2995,Should I buy this ps4 from Best Buy for $200?,spending_advice_start
2996,If there enough money left this month for spending $121 on School supplies?,spending_advice_start
2997,Can I afford a $12 per month subscription to Netflix?,spending_advice_start
2998,Is it a good idea to buy electronics from samsung costing around $1000 this month?,spending_advice_start
2999,I want to go out with my friends and drop about 200 dollars on dinner can I afford that?,spending_advice_start
3000,Should i spend an extra $34 each month to get better internet?,spending_advice_start
3001,so can I afford to go for dinner this saturday? it might cost around $50,spending_advice_start
3002,Should I spend $300 on makeup?,spending_advice_start
3003,"I am thinking of getting a watch for my birthday from Movado, Should i spend $100 for it?",spending_advice_start
3004,I want to purchase new bouys for our dock from Amazon. The cheapest I can find is $39 for the white poly. Should I go ahead and buy these?,spending_advice_start
3005,"Should I get a new car for $5,000?",spending_advice_start
3006,If I spend $200 to replace my tires this month will my budget be off track?,spending_advice_start
3007,Does my budget permit the purchase of a $200 purse at Kate Spade?,spending_advice_start
3008,can i spend $4.2023432,spending_advice_start
3009,can i afford to do some digital purchases,spending_advice_start
3010,"There is a sale on laptops, is it a bad idea to spend $750 on a new HP?",spending_advice_start
3011,Can I afford $200 in new appliances at Home Depot?,spending_advice_start
3012,Is it a good idea to spend $500 dollars on a new laptop?,spending_advice_start
3013,I'm thinking about increasing my food expenses by about $40 a week. Is that going to work OK for me?,spending_advice_start
3014,am I actually able to buy compter parts from amazon for around $3000 now?,spending_advice_start
3015,I'm thinking about planning a $700 vacation. Can I do that within my budget?,spending_advice_start
3016,I'm looking at buying the newest GTA game. Can I afford $75?,spending_advice_start
3017,Would this be a good purchasing decision? if i spend 3000 on a gaming pc,spending_advice_start
3018,so am I allowed to spend $340 on a new computer part from amazon? I am not sure if it's a good idea. Can you tell me?,spending_advice_start
3019,Is $25 too much for this seafood dinner?,spending_advice_start
3020,Can you give me advice on buying the Midcentury sofa on Amazon for 799.00?,spending_advice_start
3021,shall I spend an extra $34 each month to get better internet?,spending_advice_start
3022,Do you think it would be a good idea to buy some earring from Kendra Scott for $70?,spending_advice_start
3023,Can I afford to visit my friends back East for Labor Day and spend $750 on the trip?,spending_advice_start
3024,what sort of spending advice do you give,spending_advice_start
3025,Do I have enough saved up to take a vacation to Paris this spring?,spending_advice_start
3026,i am looking to get some spending activites advice can you help me,spending_advice_start
