|0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24
3631|what|are|my|bank|transactions|under|3|dollars|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3632|show|me|my|bank|transactions|that|are|under|$|291|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3633|show|me|all|bank|transactions|under|0|hundred|bucks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3634|show|me|all|bank|transactions|below|069|bucks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3635|what|are|all|my|bank|transactions|below|7|dollars|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3636|what|banking|transactions|are|less|than|4.45|bucks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3637|show|me|banking|transactions|smaller|than|25|bucks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3638|find|all|banking|transactions|less|than|972|bucks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3639|find|banking|transactions|that|are|not|greater|than|$|3101|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3640|what|banking|transactions|do|not|exceed|$|72|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3641|show|me|all|of|my|transactions|that|are|less|than|1059|dollars|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3642|list|everything|on|my|bank|account|that|was|under|9|hundred|bucks|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3643|tell|me|all|of|my|bank|transactions|this|month|and|last|that|are|not|5|dollars|or|more|.|0.0|0.0|0.0|0.0|0.0|0.0
3644|give|me|all|of|my|sub|885|bucks|transactions|from|wells|fargo|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3645|display|all|of|my|bank|activity|below|3.10|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3646|show|me|any|banking|transactions|under|2.23|bucks|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3647|display|banking|transactions|below|$|2.5|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3648|list|banking|transactions|that|are|under|the|04|dollars|range|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3649|give|me|a|detail|break|down|of|any|banking|transactions|under|$|2|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3650|i|would|like|to|know|of|any|banking|transactions|below|the|113|thousand|dollars|mark|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3651|show|me|transactions|less|than|2.40|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3652|i|need|to|see|anything|under|6|hundred|bucks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3653|please|list|transactions|below|84|bucks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3654|show|transactions|below|603|bucks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3655|show|transactions|not|greater|than|23|bucks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3656|i|need|my|transactions|smaller|than|5.45|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3657|give|me|a|list|of|bank|transactions|below|$|1029|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3658|i|need|to|see|my|transactions|below|7.8|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3659|i|need|a|list|of|my|bank|transactions|below|373|hundred|dollars|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3660|let|me|see|a|list|of|my|bank|transactions|below|$|3|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3661|when|did|i|spend|l|under|361|bucks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3662|how|many|times|were|my|transactions|less|than|6024|bucks|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3663|what|deposits|are|less|than|$|410510|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3664|what|payments|were|under|$|10.09|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3665|what|transactions|have|i|made|under|$|01079|on|my|bank|account|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3666|give|me|bank|information|for|any|items|below|6.3|bucks|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3667|show|all|banking|transactions|less|than|1081|bucks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3668|provide|a|list|of|banking|transactions|less|than|$|6964|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3669|i|need|a|list|of|banking|transactions|less|than|3.210|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3670|give|me|a|breakdown|of|all|banking|transactions|less|than|53|thousand|dollars|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3671|show|me|a|list|of|banking|transactions|less|than|5|dollars|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3672|show|me|stuff|under|16|bucks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3673|i|want|to|see|transaction|under|524|hundred|dollars|$|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3674|i|would|like|to|see|only|transactions|under|8.10|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3675|which|transactions|were|less|than|87|dollars|$|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3676|show|only|expenditures|less|than|3.910|bucks|$|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3677|show|me|all|transactions|under|9.3|dollars|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3678|show|me|transactions|that|are|not|more|than|9.50|bucks|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3679|let|me|see|transactions|less|than|$|10|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3680|let|me|see|my|transactions|below|$|738|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3681|show|me|my|transactions|that|are|less|than|80|dollars|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3682|show|any|banking|transactions|between|306|hundred|dollars|and|7|dollars|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3683|display|any|banking|transactions|between|the|5591|bucks|-|360|bucks|range|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3684|list|banking|transactions|between|641|thousand|dollars|-|$|3|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3685|create|a|list|of|any|banking|transactions|that|fall|between|$|1009|and|1420|bucks|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3686|for|any|banking|transactions|between|245|bucks|-|$|2.9|,|show|me|a|list|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3687|what|transactions|do|i|have|between|0.47|bucks|-|$|10|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3688|recent|transactions|between|4.7|bucks|-|784|bucks|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3689|bank|transactions|between|6387|bucks|-|482|thousand|dollars|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3690|what|transactions|are|above|681|bucks|and|below|314|hundred|dollars|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3691|do|i|have|any|bank|transactions|between|9|bucks|-|59|dollars|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3692|show|me|my|banking|transactions|between|$|4788|and|1060|bucks|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3693|i|need|to|see|my|banking|transactions|between|115|dollars|and|8248|dollars|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3694|can|you|access|my|banking|transactions|between|$|10.68|and|4|bucks|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3695|where|can|i|see|my|banking|transactions|between|$|1.5|and|7|hundred|bucks|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3696|take|me|to|my|bank|'s|website|so|i|can|see|transactions|between|$|8.9|and|10.2|dollars|.|0.0|0.0|0.0|0.0|0.0|0.0
3697|tell|me|my|latest|transaction|between|$|4.44|to|6788|bucks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3698|did|i|spend|anything|between|210|bucks|to|434|dollars|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3699|is|there|any|activity|between|$|5078|to|710|dollars|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3700|by|budget|is|260|bucks|to|652|dollars|,|did|i|spend|this|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3701|find|my|charges|between|4|bucks|to|6|dollars|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3702|did|i|go|over|budget|of|2102|bucks|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3703|can|i|have|my|transactions|between|930|dollars|and|22101|bucks|in|list|form|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3704|i|want|my|transactions|between|36|dollars|and|586|hundred|dollars|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3705|show|me|only|transactions|between|555|dollars|and|$|8.6|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3706|list|my|transactions|between|$|8.103|and|41046|dollars|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3707|give|me|my|transactions|between|217|bucks|and|577|thousand|dollars|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3708|show|me|withdraw|between|8|bucks|and|$|2|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3709|transactions|between|1.09|and|2.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3710|range|from|0.49|bucks|to|432|bucks|,|show|transactions|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3711|payments|for|less|than|$|22|,|more|1.8|dollars|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3712|show|me|transactions|in|the|range|of|3|dollars|to|5|bucks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3713|show|me|my|banking|transactions|more|than|18|hundred|dollars|and|less|9|dollars|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3714|show|me|my|last|banking|transactions|that|are|between|9|bucks|and|9102|bucks|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3715|pull|up|my|banking|transactions|between|$|10|and|373|thousand|dollars|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3716|what|are|my|least|newest|banking|transactions|between|481|dollars|and|2.6|dollars|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3717|display|all|transactions|between|10.1|bucks|and|$|82710|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3718|show|me|my|banking|transactions|between|$|10.6|and|2|hundred|bucks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3719|show|transactions|between|8313|bucks|and|407|bucks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3720|transaction|between|910|dollars|and|541|thousand|dollars|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3721|please|show|transactions|of|708|hundred|dollars|through|$|854|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3722|what|have|i|bought|between|7.04|bucks|and|4.102|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3723|list|all|transactions|with|about|between|$|0.29|and|$|195|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3724|show|me|my|transactions|higher|than|5.4|dollars|but|less|9.9|dollars|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3725|give|me|what|i|have|spent|between|589|dollars|and|3.01|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3726|tell|me|all|transactions|less|than|1|dollars|but|higher|$|082|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3727|where|have|i|spent|all|my|money|,|listed|between|$|10.0|and|1|hundred|bucks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3728|show|me|bank|activity|from|4.2|to|$|857|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3729|what|are|my|latest|transactions|from|604|bucks|to|322|dollars|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3730|list|my|banking|history|from|247|thousand|dollars|to|2.7|dollars|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3731|show|all|of|my|banking|transactions|between|6|hundred|bucks|and|$|2.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3732|provide|a|list|of|all|banking|transactions|between|166|bucks|and|$|8853|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3733|provide|a|breakdown|of|all|banking|transactions|between|703|dollars|and|4|bucks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3734|i|need|to|see|all|of|my|banking|transactions|between|7.9|dollars|and|2.0|bucks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3735|show|me|a|list|of|all|my|banking|transactions|between|$|0.2|and|1398|dollars|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3736|can|i|see|your|banking|transactions|between|$|5.73|and|4|hundred|bucks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3737|get|my|bank|transactions|between|26|bucks|and|9.64|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3738|what|are|my|bank|transactions|between|62|dollars|and|$|8.07|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3739|display|my|bank|transactions|between|$|810|and|10.85|bucks|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3740|what|bank|transactions|do|i|have|over|153|bucks|and|less|than|8.6|dollars|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3741|get|my|bank|transactions|greater|than|$|7.1|but|less|3|hundred|bucks|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3742|show|bank|transactions|of|84|bucks|-|4|dollars|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3743|what|are|my|transactions|of|1.47|bucks|-|$|5.42|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3744|banking|transactions|between|$|497|and|3|hundred|bucks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3745|list|my|transactions|``|10.4|-|$|9.50|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3746|list|bank|transactions|between|286|bucks|-|84|dollars|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3747|how|many|banking|transactions|do|i|have|between|$|2820|and|4.7|dollars|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3748|do|i|have|any|transactions|between|$|735|and|3.8|bucks|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3749|i|want|to|see|all|transactions|that|are|between|6.1|and|$|80|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3750|i|need|a|list|of|all|payment|that|are|between|97|bucks|and|$|531|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3751|please|list|all|of|the|transactions|on|my|account|that|are|between|0.95|bucks|and|91070|bucks|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3752|can|you|show|me|everything|i|spent|between|344|hundred|dollars|and|91|bucks|on|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3753|show|me|transactions|between|14107|dollars|and|5712|dollars|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3754|i|need|to|see|my|transactions|of|3.2|-|0|hundred|bucks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3755|i|would|like|to|see|my|$|961|-|4|hundred|bucks|dollar|transactions|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3756|show|mr|transactions|between|$|95|and|2.0|bucks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3757|what|are|my|banking|transactions|between|5|dollars|and|332|dollars|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3758|show|me|my|banking|transactions|between|410|dollars|and|3|bucks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3759|tell|me|my|banking|transactions|between|$|887|and|5.9|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3760|i|want|to|see|my|banking|transactions|between|7.7|dollars|and|9.42|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3761|list|all|of|my|banking|transactions|between|1415|dollars|and|$|81|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3762|show|me|transcations|between|53|bucks|and|1|bucks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3763|which|withdrawals|do|i|have|that|are|between|333|hundred|dollars|and|256|hundred|dollars|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3764|when|did|i|spend|between|$|424|and|10.4|bucks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3765|how|many|times|did|i|spend|less|than|$|0|but|more|$|4.8|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3766|what|cost|were|under|710|bucks|but|over|$|616|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3767|let|me|see|all|bank|transactions|between|276|hundred|dollars|to|$|09108|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3768|what|are|my|bank|transactions|between|5.3|to|2866|dollars|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3769|how|many|bank|transactions|do|i|have|that|are|between|$|01|and|0.10|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3770|show|me|all|bank|transactions|between|$|314|and|$|4.3|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3771|show|me|my|bank|transactions|between|19|bucks|and|200|bucks|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3772|show|my|bank|transactions|between|5.76|and|7|bucks|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3773|what|bank|transactions|are|between|6.01|bucks|and|1.8|bucks|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3774|show|my|bank|transactions|over|108|dollars|and|below|$|81021|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3775|which|bank|transactions|are|between|$|7432|and|1.99|bucks|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3776|get|my|bank|transactions|5446|bucks|and|below|155|dollars|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3777|show|transactions|between|8|bucks|and|$|8|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3778|10.10|bucks|to|9.59|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3779|less|than|3.06|bucks|,|greater|153|hundred|dollars|transactions|only|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3780|show|transactions|greatest|to|most|,|with|the|being|a|minimum|of|$|440|and|maximum|10.1|dollars|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3781|display|transactions|in|the|range|of|9|bucks|to|7|dollars|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3782|list|all|activity|from|$|7.7|to|$|4|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3783|what|were|all|my|transactions|from|$|1|to|8.1|bucks|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3784|what|were|end|transactions|between|560|hundred|dollars|and|73|bucks|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3785|show|me|everything|between|954|hundred|dollars|and|0.84|bucks|.|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3786|would|you|like|to|show|me|your|banking|transactions|ranging|between|108|bucks|and|$|7|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3787|where|can|i|send|your|banking|transactions|ranging|between|$|7412|and|8|bucks|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3788|how|would|you|like|to|have|a|record|of|your|transactions|ranging|between|2.38|and|1|hundred|bucks|?|0.0|0.0|0.0|0.0|0.0|0.0
3789|when|can|i|send|you|the|information|about|your|transactions|ranging|between|4.0|dollars|and|772|dollars|?|0.0|0.0|0.0|0.0|0.0|0.0|0.0
3790|what|address|can|i|use|to|send|you|the|record|of|banking|transaction|covering|amount|between|31002|dollars|$|7.9|?|0.0|0.0|0.0|0.0
